AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0113ZD30301,CROYDON,20,532110,168670,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113ZD30302,CROYDON,20,536450,167210,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30303,CROYDON,20,530700,169500,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30304,CROYDON,20,531440,166290,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30305,CROYDON,20,533140,168400,1,3 Pedestrian,1 Male,25-59,48,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113ZD30306,CROYDON,20,530940,165830,1,1 Driver/Rider,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30307,CROYDON,20,530830,166790,1,1 Driver/Rider,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30308,CROYDON,20,536010,162790,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30309,CROYDON,20,531010,167500,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30310,CROYDON,20,532640,164280,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30312,CROYDON,20,530940,165880,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0113ZD30313,CROYDON,20,532660,164210,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30313,CROYDON,20,532660,164210,2,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30314,CROYDON,20,532460,166760,1,3 Pedestrian,1 Male,60+,75,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30317,CROYDON,20,532750,170050,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30318,CROYDON,20,530350,166460,1,1 Driver/Rider,1 Male,16-24,17,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30319,CROYDON,20,533230,165470,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30320,CROYDON,20,532220,166620,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30321,CROYDON,20,532540,163550,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30321,CROYDON,20,532540,163550,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30322,CROYDON,20,532380,166470,2,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30322,CROYDON,20,532380,166470,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30323,CROYDON,20,533570,168490,3,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30323,CROYDON,20,533570,168490,1,1 Driver/Rider,2 Female,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113ZD30323,CROYDON,20,533570,168490,2,2 Passenger,2 Female,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113ZD30323,CROYDON,20,533570,168490,4,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30324,CROYDON,20,531680,166720,1,3 Pedestrian,1 Male,25-59,31,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30326,CROYDON,20,530950,165800,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30327,CROYDON,20,531260,167880,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30328,CROYDON,20,532360,165120,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30329,CROYDON,20,532550,167050,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30330,CROYDON,20,534720,166710,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30330,CROYDON,20,534720,166710,2,2 Passenger,2 Female,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30330,CROYDON,20,534720,166710,3,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30331,CROYDON,20,533400,168020,1,3 Pedestrian,1 Male,0-15,5,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30332,CROYDON,20,537170,165020,1,3 Pedestrian,1 Male,0-15,6,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30335,CROYDON,20,535600,167330,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30336,CROYDON,20,533600,168030,2,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30336,CROYDON,20,533600,168030,1,1 Driver/Rider,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30339,CROYDON,20,530830,167310,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30340,CROYDON,20,531270,169970,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30340,CROYDON,20,531270,169970,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30341,CROYDON,20,532260,164770,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30341,CROYDON,20,532260,164770,3,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30341,CROYDON,20,532260,164770,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30342,CROYDON,20,530960,169750,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30344,CROYDON,20,534030,161410,2,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30344,CROYDON,20,534030,161410,1,1 Driver/Rider,2 Female,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30345,CROYDON,20,530900,165980,1,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30346,CROYDON,20,532930,165850,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30347,CROYDON,20,532970,169250,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30348,CROYDON,20,532880,168290,2,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30348,CROYDON,20,532880,168290,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30349,CROYDON,20,530890,164280,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30350,CROYDON,20,530410,156790,1,1 Driver/Rider,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30351,CROYDON,20,533180,165730,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30352,CROYDON,20,531150,165210,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30353,CROYDON,20,532290,167970,4,2 Passenger,1 Male,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30353,CROYDON,20,532290,167970,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30353,CROYDON,20,532290,167970,3,2 Passenger,2 Female,0-15,15,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30353,CROYDON,20,532290,167970,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30354,CROYDON,20,532540,165260,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113ZD30354,CROYDON,20,532540,165260,2,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30354,CROYDON,20,532540,165260,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113ZD30356,CROYDON,20,533170,169500,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30357,CROYDON,20,532620,164300,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30358,CROYDON,20,530920,164850,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0113ZD30359,CROYDON,20,535630,164910,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30360,CROYDON,20,532470,166800,1,3 Pedestrian,1 Male,60+,85,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30361,CROYDON,20,533950,168270,2,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113ZD30361,CROYDON,20,533950,168270,1,3 Pedestrian,1 Male,25-59,35,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113ZD30362,CROYDON,20,530860,166820,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30363,CROYDON,20,531390,167510,1,1 Driver/Rider,1 Male,Unknown,0,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30364,CROYDON,20,531310,166910,1,3 Pedestrian,2 Female,0-15,5,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30366,CROYDON,20,532400,164970,1,2 Passenger,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113ZD30367,CROYDON,20,531350,169910,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30368,CROYDON,20,532480,164490,1,3 Pedestrian,2 Female,25-59,43,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113ZD30369,CROYDON,20,531990,163750,1,1 Driver/Rider,1 Male,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30370,CROYDON,20,534910,167670,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30371,CROYDON,20,530080,167290,4,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30371,CROYDON,20,530080,167290,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30371,CROYDON,20,530080,167290,2,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30371,CROYDON,20,530080,167290,5,2 Passenger,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30371,CROYDON,20,530080,167290,3,2 Passenger,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30372,CROYDON,20,531030,164860,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30373,CROYDON,20,532190,168820,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30374,CROYDON,20,532340,166080,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30375,CROYDON,20,532540,167040,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30375,CROYDON,20,532540,167040,4,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113ZD30375,CROYDON,20,532540,167040,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30375,CROYDON,20,532540,167040,3,2 Passenger,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0113ZD30376,CROYDON,20,531470,166260,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30377,CROYDON,20,532910,165940,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30378,CROYDON,20,531990,164740,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30379,CROYDON,20,533320,161570,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30380,CROYDON,20,533530,168960,1,1 Driver/Rider,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30381,CROYDON,20,531720,165540,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30383,CROYDON,20,535080,165980,1,2 Passenger,2 Female,60+,74,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113ZD30384,CROYDON,20,529970,167360,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30385,CROYDON,20,532050,164540,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30387,CROYDON,20,531836,160765,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30388,CROYDON,20,530880,166790,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30389,CROYDON,20,533750,168250,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30390,CROYDON,20,536270,165130,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30391,CROYDON,20,531160,168170,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30392,CROYDON,20,532290,162100,3,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113ZD30392,CROYDON,20,532290,162100,2,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113ZD30392,CROYDON,20,532290,162100,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30393,CROYDON,20,530290,167170,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30395,CROYDON,20,532520,164320,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30396,CROYDON,20,531850,165440,1,3 Pedestrian,1 Male,0-15,14,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30397,CROYDON,20,530590,169730,1,3 Pedestrian,2 Female,60+,72,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30399,CROYDON,20,531360,168480,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30399,CROYDON,20,531360,168480,3,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30399,CROYDON,20,531360,168480,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30401,CROYDON,20,530450,166440,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30401,CROYDON,20,530450,166440,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30402,CROYDON,20,533950,168390,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30403,CROYDON,20,533970,167680,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30404,CROYDON,20,532160,164920,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30405,CROYDON,20,534530,164400,2,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30405,CROYDON,20,534530,164400,1,1 Driver/Rider,1 Male,60+,72,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30406,CROYDON,20,530470,166420,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0113ZD30407,CROYDON,20,537150,165550,1,1 Driver/Rider,1 Male,60+,67,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30408,CROYDON,20,535150,167110,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30408,CROYDON,20,535150,167110,2,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30410,CROYDON,20,533120,164710,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30410,CROYDON,20,533120,164710,2,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30411,CROYDON,20,531310,167650,1,2 Passenger,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0113ZD30413,CROYDON,20,532740,163860,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30414,CROYDON,20,531720,169600,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30416,CROYDON,20,531100,165020,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30417,CROYDON,20,534210,166350,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30418,CROYDON,20,532210,166120,1,3 Pedestrian,1 Male,25-59,54,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30419,CROYDON,20,530080,158830,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30420,CROYDON,20,533480,166250,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30421,CROYDON,20,532790,168150,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30422,CROYDON,20,537140,165550,1,2 Passenger,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30423,CROYDON,20,530970,165800,1,2 Passenger,2 Female,60+,80,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30424,CROYDON,20,530690,169460,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30425,CROYDON,20,531140,164120,2,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30425,CROYDON,20,531140,164120,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30426,CROYDON,20,529510,158620,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30427,CROYDON,20,532550,163310,2,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30427,CROYDON,20,532550,163310,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30428,CROYDON,20,531070,164520,1,3 Pedestrian,1 Male,0-15,15,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30429,CROYDON,20,532050,165040,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0113ZD30430,CROYDON,20,532990,165680,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30432,CROYDON,20,530860,166800,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30434,CROYDON,20,531400,164410,2,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30434,CROYDON,20,531400,164410,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30435,CROYDON,20,532720,168740,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30435,CROYDON,20,532720,168740,4,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30435,CROYDON,20,532720,168740,1,1 Driver/Rider,2 Female,60+,67,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30435,CROYDON,20,532720,168740,3,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30436,CROYDON,20,533030,165430,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
0113ZD30437,CROYDON,20,535570,165080,1,3 Pedestrian,2 Female,0-15,15,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0113ZD30438,CROYDON,20,531080,164520,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30439,CROYDON,20,532650,165930,1,3 Pedestrian,1 Male,25-59,46,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0113ZD30440,CROYDON,20,530660,169600,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30441,CROYDON,20,531790,162700,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30442,CROYDON,20,534440,168090,1,3 Pedestrian,2 Female,60+,72,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30444,CROYDON,20,530750,160780,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30445,CROYDON,20,531920,167120,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30446,CROYDON,20,531910,164900,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30447,CROYDON,20,533240,166320,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30448,CROYDON,20,532690,167140,1,1 Driver/Rider,1 Male,16-24,22,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0113ZD30449,CROYDON,20,533870,168320,1,3 Pedestrian,2 Female,25-59,40,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0113ZD30450,CROYDON,20,530060,159780,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30451,CROYDON,20,533690,167360,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30452,CROYDON,20,532210,168860,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30453,CROYDON,20,531430,165110,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0113ZD30454,CROYDON,20,533060,169830,1,1 Driver/Rider,1 Male,60+,80,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0113ZD30455,CROYDON,20,533400,170650,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0113ZD30456,CROYDON,20,531920,165220,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0113ZD30457,CROYDON,20,531210,166230,1,3 Pedestrian,2 Female,0-15,5,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
